PhraseId	SentenceId	Phrase	Sentiment
4085	154	an artist who is simply tired -- of fighting the same fights , of putting the weight of the world on his shoulders	2
4086	154	an artist who is simply tired -- of fighting the same fights ,	2
4087	154	an artist who is simply tired -- of fighting the same fights	2
4088	154	an artist who is simply tired --	0
4089	154	an artist who is simply tired	0
4090	154	an artist	2
4091	154	artist	2
4092	154	who is simply tired	0
4093	154	is simply tired	0
4094	154	is simply	2
4095	154	tired	0
4096	154	of fighting the same fights	2
4097	154	fighting the same fights	0
4098	154	fighting	2
4099	154	the same fights	2
4100	154	same fights	2
4101	154	fights	0
4102	154	of putting the weight of the world on his shoulders	2
4103	154	putting the weight of the world on his shoulders	2
4104	154	putting	2
4105	154	the weight of the world on his shoulders	2
4106	154	the weight	2
4107	154	weight	2
4108	154	of the world on his shoulders	2
4109	154	the world on his shoulders	2
4110	154	on his shoulders	2
4111	154	his shoulders	2
4112	154	shoulders	2
4113	154	of playing with narrative form	4
4114	154	playing with narrative form	2
4115	154	with narrative form	2
4116	154	narrative form	2
4117	154	form	2
4118	155	... stale and uninspired .	0
4119	155	stale and uninspired .	0
4120	155	stale	2
4121	155	and uninspired .	0
4122	155	uninspired .	0
4123	155	uninspired	0
4124	156	In the director 's cut , the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes .	4
4125	156	In the director 's cut	2
4126	156	the director 's cut	2
4127	156	the director 's	4
4128	156	director 's	2
4129	156	cut	2
4130	156	, the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes .	4
4131	156	the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes .	4
4132	156	the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes	4
4133	156	the film is not only a love song to the movies but	4
4134	156	the film is not only a love song to the movies	4
4135	156	is not only a love song to the movies	4
4136	156	is not only	2
4137	156	a love song to the movies	4
4138	156	a love song	2
4139	156	love song	4
4140	156	song	2
4141	156	to the movies	2
4142	156	the movies	2
4143	156	it also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes	4
4144	156	also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes	4
4145	156	is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes	4
4146	156	is more fully	4
4147	156	more fully	2
4148	156	fully	2
4149	156	an example of the kind of lush , all-enveloping movie experience it rhapsodizes	4
4150	156	an example of the kind of lush , all-enveloping movie experience	4
4151	156	an example	2
4152	156	example	2
4153	156	of the kind of lush , all-enveloping movie experience	4
4154	156	the kind of lush , all-enveloping movie experience	4
4155	156	of lush , all-enveloping movie experience	2
4156	156	lush , all-enveloping movie experience	4
4157	156	lush	4
4158	156	, all-enveloping movie experience	4
4159	156	all-enveloping movie experience	4
4160	156	all-enveloping	2
4161	156	movie experience	2
4162	156	it rhapsodizes	2
4163	156	rhapsodizes	2
4164	157	Has the rare capability to soothe and break your heart with a single stroke .	4
4165	157	Has the rare capability to soothe and break your heart with a single stroke	4
4166	157	the rare capability to soothe and break your heart with a single stroke	4
4167	157	rare capability to soothe and break your heart with a single stroke	4
4168	157	rare	4
4169	157	capability to soothe and break your heart with a single stroke	4
4170	157	capability	2
4171	157	to soothe and break your heart with a single stroke	4
4172	157	soothe and break your heart with a single stroke	2
4173	157	soothe and break your heart	2
4174	157	soothe and break	4
4175	157	soothe and	2
4176	157	soothe	2
4177	157	break	2
4178	157	your heart	2
4179	157	heart	2
4180	157	with a single stroke	2
4181	157	a single stroke	2
4182	157	single stroke	2
4183	157	single	2
4184	157	stroke	0
4185	158	Eerily accurate depiction of depression .	0
4186	158	Eerily accurate depiction of depression	4
4187	158	Eerily accurate depiction	4
4188	158	Eerily accurate	4
4189	158	Eerily	2
4190	158	accurate	4
4191	158	depiction	2
4192	158	of depression	2
4193	158	depression	2
4194	159	As a feature-length film , it wears out its welcome as tryingly as the title character .	0
4195	159	As a feature-length film	2
4196	159	a feature-length film	4
4197	159	feature-length film	2
4198	159	feature-length	4
4199	159	, it wears out its welcome as tryingly as the title character .	0
4200	159	it wears out its welcome as tryingly as the title character .	0
4201	159	wears out its welcome as tryingly as the title character .	0
4202	159	wears out its welcome as tryingly as the title character	0
4203	159	wears out	0
4204	159	wears	0
4205	159	its welcome as tryingly as the title character	2
4206	159	welcome as tryingly as the title character	2
4207	159	welcome as tryingly as the title	2
4208	159	as tryingly as the title	0
4209	159	tryingly as the title	2
4210	159	tryingly	2
4211	159	as the title	2
4212	159	the title	2
4213	160	An uncluttered , resonant gem that relays its universal points without lectures or confrontations . '	4
4214	160	An uncluttered , resonant gem that relays its universal points without lectures or confrontations .	4
4215	160	An uncluttered , resonant gem that relays its universal points without lectures or confrontations	4
4216	160	An uncluttered , resonant gem	4
4217	160	uncluttered , resonant gem	4
4218	160	uncluttered	4
4219	160	, resonant gem	4
4220	160	resonant gem	4
4221	160	gem	4
4222	160	that relays its universal points without lectures or confrontations	4
4223	160	relays its universal points without lectures or confrontations	4
4224	160	relays its universal points	2
4225	160	relays	2
4226	160	its universal points	2
4227	160	universal points	2
4228	160	universal	2
4229	160	points	2
4230	160	without lectures or confrontations	4
4231	160	lectures or confrontations	2
4232	160	lectures or	2
4233	160	lectures	2
4234	160	confrontations	0
4235	161	The story alone could force you to scratch a hole in your head .	0
4236	161	The story	2
4237	161	alone could force you to scratch a hole in your head .	0
4238	161	could force you to scratch a hole in your head .	0
4239	161	could force you to scratch a hole in your head	0
4240	161	force you to scratch a hole in your head	0
4241	161	force	2
4242	161	you to scratch a hole in your head	0
4243	161	to scratch a hole in your head	2
4244	161	scratch a hole in your head	0
4245	161	scratch	2
4246	161	a hole in your head	0
4247	161	a hole	2
4248	161	hole	2
4249	161	in your head	2
4250	161	your head	2
4251	161	head	2
4252	162	It 's the filmmakers ' post-camp comprehension of what made old-time B movies good-bad that makes Eight Legged Freaks a perfectly entertaining summer diversion .	4
4253	162	's the filmmakers ' post-camp comprehension of what made old-time B movies good-bad that makes Eight Legged Freaks a perfectly entertaining summer diversion .	2
4254	162	's the filmmakers ' post-camp comprehension of what made old-time B movies good-bad that makes Eight Legged Freaks a perfectly entertaining summer diversion	4
4255	162	the filmmakers ' post-camp comprehension of what made old-time B movies good-bad that makes Eight Legged Freaks a perfectly entertaining summer diversion	4
4256	162	the filmmakers ' post-camp comprehension	2
4257	162	the filmmakers '	2
4258	162	filmmakers '	2
4259	162	post-camp comprehension	2
4260	162	post-camp	2
4261	162	of what made old-time B movies good-bad that makes Eight Legged Freaks a perfectly entertaining summer diversion	4
4262	162	what made old-time B movies good-bad that makes Eight Legged Freaks a perfectly entertaining summer diversion	4
4263	162	made old-time B movies good-bad that makes Eight Legged Freaks a perfectly entertaining summer diversion	2
4264	162	old-time B movies good-bad that makes Eight Legged Freaks a perfectly entertaining summer diversion	4
4265	162	old-time B movies	2
4266	162	old-time	2
4267	162	B movies	0
4268	162	good-bad that makes Eight Legged Freaks a perfectly entertaining summer diversion	4
4269	162	good-bad	2
4270	162	that makes Eight Legged Freaks a perfectly entertaining summer diversion	4
4271	162	makes Eight Legged Freaks a perfectly entertaining summer diversion	4
4272	162	makes Eight Legged Freaks	2
4273	162	a perfectly entertaining summer diversion	4
4274	162	perfectly entertaining summer diversion	4
4275	162	perfectly entertaining	4
4276	162	perfectly	4
4277	162	summer diversion	2
4278	163	As any creature-feature fan knows , when you cross toxic chemicals with a bunch of exotic creatures , you get a lot of running around , screaming and death .	2
4279	163	As any creature-feature fan knows , when you cross toxic chemicals with a bunch of exotic creatures	2
4280	163	any creature-feature fan knows , when you cross toxic chemicals with a bunch of exotic creatures	2
4281	163	any creature-feature fan	4
4282	163	creature-feature fan	2
4283	163	creature-feature	2
4284	163	fan	4
4285	163	knows , when you cross toxic chemicals with a bunch of exotic creatures	2
4286	163	knows ,	2
4287	163	knows	2
4288	163	when you cross toxic chemicals with a bunch of exotic creatures	2
4289	163	you cross toxic chemicals with a bunch of exotic creatures	4
4290	163	cross toxic chemicals with a bunch of exotic creatures	2
4291	163	cross toxic chemicals	2
4292	163	cross	2
4293	163	toxic chemicals	2
4294	163	toxic	0
4295	163	chemicals	2
4296	163	with a bunch of exotic creatures	2
4297	163	a bunch of exotic creatures	2
4298	163	a bunch	2
4299	163	bunch	2
4300	163	of exotic creatures	4
4301	163	exotic creatures	4
4302	163	exotic	2
4303	163	creatures	2
4304	163	, you get a lot of running around , screaming and death .	2
4305	163	you get a lot of running around , screaming and death .	0
4306	163	get a lot of running around , screaming and death .	2
4307	163	get a lot of running around , screaming and death	2
4308	163	a lot of running around , screaming and death	0
4309	163	of running around , screaming and death	2
4310	163	running around , screaming and death	2
4311	163	running around , screaming and	2
4312	163	running around , screaming	0
4313	163	running around ,	2
4314	163	running around	2
4315	163	running	2
4316	163	around	2
4317	163	screaming	2
4318	163	death	2
4319	164	You bet there is and it 's what makes this rather convoluted journey worth taking .	2
4320	164	You bet there is and it 's what makes this rather convoluted journey worth taking	4
4321	164	You bet there is and	2
4322	164	You bet there is	2
4323	164	bet there is	2
4324	164	bet	2
4325	164	there is	2
4326	164	it 's what makes this rather convoluted journey worth taking	4
4327	164	's what makes this rather convoluted journey worth taking	2
4328	164	what makes this rather convoluted journey worth taking	2
4329	164	makes this rather convoluted journey worth taking	4
4330	164	this rather convoluted journey worth taking	4
4331	164	this rather convoluted journey	0
4332	164	rather convoluted journey	0
4333	164	rather convoluted	0
4334	164	convoluted	0
4335	164	journey	2
4336	164	worth taking	4
4337	165	Before it takes a sudden turn and devolves into a bizarre sort of romantic comedy , Steven Shainberg 's adaptation of Mary Gaitskill 's harrowing short story ... is a brilliantly played , deeply unsettling experience .	4
4338	165	Before it takes a sudden turn and devolves into a bizarre sort of romantic comedy	2
4339	165	it takes a sudden turn and devolves into a bizarre sort of romantic comedy	0
4340	165	takes a sudden turn and devolves into a bizarre sort of romantic comedy	2
4341	165	takes a sudden turn and devolves	0
4342	165	a sudden turn and devolves	0
4343	165	sudden turn and devolves	2
4344	165	turn and devolves	0
4345	165	turn and	2
4346	165	turn	2
4347	165	devolves	0
4348	165	into a bizarre sort of romantic comedy	2
4349	165	a bizarre sort of romantic comedy	2
4350	165	a bizarre sort	2
4351	165	bizarre sort	2
4352	165	bizarre	0
4353	165	sort	2
4354	165	of romantic comedy	2
4355	165	, Steven Shainberg 's adaptation of Mary Gaitskill 's harrowing short story ... is a brilliantly played , deeply unsettling experience .	4
4356	165	Steven Shainberg 's adaptation of Mary Gaitskill 's harrowing short story ... is a brilliantly played , deeply unsettling experience .	4
4357	165	Steven Shainberg 's adaptation of Mary Gaitskill 's harrowing short story	2
4358	165	Steven Shainberg 's adaptation	4
4359	165	Steven Shainberg 's	2
4360	165	Shainberg 's	2
4361	165	Shainberg	2
4362	165	adaptation	2
4363	165	of Mary Gaitskill 's harrowing short story	2
4364	165	Mary Gaitskill 's harrowing short story	2
4365	165	Mary Gaitskill 's	2
4366	165	Gaitskill 's	2
4367	165	Gaitskill	2
4368	165	harrowing short story	2
4369	165	harrowing	2
4370	165	short story	2
4371	165	... is a brilliantly played , deeply unsettling experience .	4
4372	165	is a brilliantly played , deeply unsettling experience .	4
4373	165	is a brilliantly played , deeply unsettling experience	4
4374	165	a brilliantly played , deeply unsettling experience	4
4375	165	brilliantly played , deeply unsettling experience	2
4376	165	brilliantly played	4
4377	165	brilliantly	4
4378	165	played	2
4379	165	, deeply unsettling experience	0
4380	165	deeply unsettling experience	0
4381	165	deeply unsettling	0
4382	166	Kim Ki-Deok seems to have in mind an -LRB- emotionally at least -RRB- adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested .	0
4383	166	Kim Ki-Deok	2
4384	166	Kim	2
4385	166	Ki-Deok	4
4386	166	seems to have in mind an -LRB- emotionally at least -RRB- adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested .	0
4387	166	seems to have in mind an -LRB- emotionally at least -RRB- adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested	0
4388	166	to have in mind an -LRB- emotionally at least -RRB- adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested	2
4389	166	have in mind an -LRB- emotionally at least -RRB- adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested	2
4390	166	in mind an -LRB- emotionally at least -RRB- adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested	0
4391	166	in mind	2
4392	166	mind	2
4393	166	an -LRB- emotionally at least -RRB- adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested	0
4394	166	an -LRB- emotionally at least -RRB- adolescent audience	2
4395	166	-LRB- emotionally at least -RRB- adolescent audience	2
4396	166	-LRB- emotionally at least -RRB-	2
4397	166	emotionally at least -RRB-	4
4398	166	emotionally at least	2
4399	166	emotionally	2
4400	166	at least	2
4401	166	least	0
4402	166	adolescent audience	2
4403	166	adolescent	2
4404	166	audience	2
4405	166	demanding regular shocks and bouts of barely defensible sexual violence to keep it interested	0
4406	166	demanding	0
4407	166	regular shocks and bouts of barely defensible sexual violence to keep it interested	2
4408	166	regular shocks and bouts	2
4409	166	regular	2
4410	166	shocks and bouts	2
4411	166	shocks and	2
4412	166	shocks	2
4413	166	bouts	2
4414	166	of barely defensible sexual violence to keep it interested	0
4415	166	barely defensible sexual violence to keep it interested	0
4416	166	barely defensible sexual violence	0
4417	166	defensible sexual violence	2
4418	166	defensible	2
4419	166	sexual violence	2
4420	166	sexual	2
4421	166	violence	0
4422	166	to keep it interested	4
4423	166	keep it interested	4
4424	166	keep	2
4425	166	it interested	2
4426	167	Has no reason to exist , other than to employ Hollywood kids and people who owe favors to their famous parents .	0
4427	167	Has no reason to exist	0
4428	167	no reason to exist	0
4429	167	reason to exist	2
4430	167	to exist	2
4431	167	exist	2
4432	167	, other than to employ Hollywood kids and people who owe favors to their famous parents .	2
4433	167	other than to employ Hollywood kids and people who owe favors to their famous parents .	0
4434	167	other than to employ Hollywood kids and people who owe	2
4435	167	than to employ Hollywood kids and people who owe	4
4436	167	to employ Hollywood kids and people who owe	2
4437	167	to employ Hollywood kids and	2
4438	167	to employ Hollywood kids	2
4439	167	employ Hollywood kids	2
4440	167	employ	2
4441	167	Hollywood kids	4
4442	167	kids	2
4443	167	people who owe	2
4444	167	who owe	2
4445	167	owe	2
4446	167	favors to their famous parents .	2
4447	167	favors to their famous parents	2
4448	167	favors	2
4449	167	to their famous parents	2
4450	167	their famous parents	2
4451	167	famous parents	2
4452	167	famous	2
4453	167	parents	2
4454	168	A well-made but emotionally scattered film whose hero gives his heart only to the dog .	2
4455	168	A well-made but emotionally scattered film whose hero gives his heart only to the dog	4
4456	168	A well-made	4
4457	168	well-made	4
4458	168	but emotionally scattered film whose hero gives his heart only to the dog	2
4459	168	emotionally scattered film whose hero gives his heart only to the dog	0
4460	168	emotionally scattered film	0
4461	168	emotionally scattered	2
4462	168	scattered	0
4463	168	whose hero gives his heart only to the dog	2
4464	168	whose hero	2
4465	168	whose	2
4466	168	hero	4
4467	168	gives his heart only to the dog	2
4468	168	gives his heart only	2
4469	168	gives his heart	4
4470	168	his heart	4
4471	168	to the dog	2
4472	168	the dog	2
4473	168	dog	4
4474	169	Those who love Cinema Paradiso will find the new scenes interesting , but few will find the movie improved .	2
4475	169	Those who love Cinema Paradiso will find the new scenes interesting , but few will find the movie	4
4476	169	who love Cinema Paradiso will find the new scenes interesting , but few will find the movie	4
4477	169	love Cinema Paradiso will find the new scenes interesting , but few will find the movie	2
4478	169	Cinema Paradiso will find the new scenes interesting , but few will find the movie	2
4479	169	Cinema Paradiso will find the new scenes interesting , but	4
4480	169	Cinema Paradiso will find the new scenes interesting ,	4
4481	169	Cinema Paradiso will find the new scenes interesting	4
4482	169	Cinema Paradiso	2
4483	169	Cinema	2
4484	169	Paradiso	2
4485	169	will find the new scenes interesting	4
4486	169	find the new scenes interesting	4
4487	169	the new scenes interesting	4
4488	169	the new scenes	2
4489	169	new scenes	2
4490	169	few will find the movie	0
4491	169	will find the movie	4
4492	169	find the movie	2
4493	169	improved .	4
4494	169	improved	4
4495	170	Campanella gets the tone just right -- funny in the middle of sad in the middle of hopeful .	4
4496	170	Campanella	2
4497	170	gets the tone just right -- funny in the middle of sad in the middle of hopeful .	4
4498	170	gets the tone just right -- funny in the middle of sad in the middle of hopeful	4
4499	170	gets the tone just right --	4
4500	170	gets the tone just right	4
4501	170	gets the tone	2
4502	170	just right	4
4503	170	funny in the middle of sad in the middle of hopeful	4
4504	170	in the middle of sad in the middle of hopeful	2
4505	170	the middle of sad in the middle of hopeful	2
4506	170	the middle	2
4507	170	middle	2
4508	170	of sad in the middle of hopeful	2
4509	170	sad in the middle of hopeful	2
4510	170	sad	0
4511	170	in the middle of hopeful	4
4512	170	the middle of hopeful	2
4513	170	of hopeful	4
4514	170	hopeful	2
4515	171	Nothing more than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises .	0
4516	171	Nothing more than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises	0
4517	171	more than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises	2
4518	171	than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises	0
4519	171	an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises	2
4520	171	an amiable but unfocused bagatelle	2
4521	171	amiable but unfocused bagatelle	2
4522	171	amiable but unfocused	0
4523	171	amiable but	4
4524	171	amiable	4
4525	171	unfocused	0
4526	171	bagatelle	2
4527	171	that plays like a loosely-connected string of acting-workshop exercises	0
4528	171	plays like a loosely-connected string of acting-workshop exercises	0
4529	171	like a loosely-connected string of acting-workshop exercises	2
4530	171	a loosely-connected string of acting-workshop exercises	2
4531	171	a loosely-connected string	2
4532	171	loosely-connected string	0
4533	171	loosely-connected	2
4534	171	string	4
4535	171	of acting-workshop exercises	2
4536	171	acting-workshop exercises	2
4537	171	acting-workshop	2
4538	171	exercises	2
4539	172	It 's a sharp movie about otherwise dull subjects .	4
4540	172	's a sharp movie about otherwise dull subjects .	4
4541	172	's a sharp movie about otherwise dull subjects	4
4542	172	a sharp movie about otherwise dull subjects	4
4543	172	a sharp movie	4
4544	172	sharp movie	4
4545	172	sharp	4
4546	172	about otherwise dull subjects	0
4547	172	otherwise dull subjects	0
4548	172	otherwise dull	0
4549	172	dull	0
4550	173	Wallace gets a bit heavy handed with his message at times , and has a visual flair that waxes poetic far too much for our taste .	2
4551	173	Wallace	2
4552	173	gets a bit heavy handed with his message at times , and has a visual flair that waxes poetic far too much for our taste .	0
4553	173	gets a bit heavy handed with his message at times , and has a visual flair that waxes poetic far too much for our taste	0
4554	173	gets a bit heavy handed with his message at times , and	0
4555	173	gets a bit heavy handed with his message at times ,	2
4556	173	gets a bit heavy handed with his message at times	0
4557	173	a bit heavy handed with his message at times	0
4558	173	a bit	2
4559	173	bit	2
4560	173	heavy handed with his message at times	2
4561	173	heavy	2
4562	173	handed with his message at times	2
4563	173	handed	2
4564	173	with his message at times	2
4565	173	his message at times	2
4566	173	his message	2
4567	173	message	2
4568	173	at times	2
4569	173	has a visual flair that waxes poetic far too much for our taste	0
4570	173	a visual flair that waxes poetic far too much for our taste	0
4571	173	a visual flair	2
4572	173	visual flair	4
4573	173	flair	2
4574	173	that waxes poetic far too much for our taste	0
4575	173	waxes poetic far too much for our taste	0
4576	173	waxes poetic	2
4577	173	waxes	2
4578	173	poetic	4
4579	173	far too much for our taste	0
4580	173	far too much	0
4581	173	too much	0
4582	173	for our taste	2
4583	173	our taste	2
4584	173	taste	2
4585	174	Charming and funny -LRB- but ultimately silly -RRB- movie .	2
4586	174	Charming and funny -LRB- but ultimately silly -RRB- movie	4
4587	174	Charming and	4
4588	174	Charming	4
4589	174	funny -LRB- but ultimately silly -RRB- movie	2
4590	174	-LRB- but ultimately silly -RRB- movie	2
4591	174	-LRB- but ultimately silly -RRB-	0
4592	174	-LRB- but ultimately silly	0
4593	174	-LRB- but	2
4594	174	ultimately silly	2
4595	175	... the one thing this Wild film has that other Imax films do n't : chimps , lots of chimps , all blown up to the size of a house .	2
4596	175	the one thing this Wild film has that other Imax films do n't : chimps , lots of chimps , all blown up to the size of a house .	4
4597	175	the one thing this Wild film	2
4598	175	the one thing	2
4599	175	one thing	2
4600	175	thing	2
4601	175	this Wild film	4
4602	175	Wild film	4
4603	175	has that other Imax films do n't : chimps , lots of chimps , all blown up to the size of a house .	0
4604	175	has that other Imax films do n't : chimps , lots of chimps , all blown up to the size of a house	2
4605	175	that other Imax films do n't : chimps , lots of chimps , all blown up to the size of a house	0
4606	175	that other Imax films do n't	2
4607	175	other Imax films do n't	2
4608	175	other Imax films	2
4609	175	Imax films	2
4610	175	: chimps , lots of chimps , all blown up to the size of a house	2
4611	175	chimps , lots of chimps , all blown up to the size of a house	2
4612	175	chimps ,	2
4613	175	chimps	2
4614	175	lots of chimps , all blown up to the size of a house	2
4615	175	lots	2
4616	175	of chimps , all blown up to the size of a house	2
4617	175	chimps , all blown up to the size of a house	2
4618	175	all blown up to the size of a house	0
4619	175	blown up to the size of a house	4
4620	175	blown up	2
4621	175	blown	0
4622	175	to the size of a house	2
4623	175	the size of a house	2
4624	175	the size	2
4625	175	size	2
4626	175	of a house	2
4627	175	a house	2
4628	176	Starts out mediocre , spirals downward , and thuds to the bottom of the pool with an utterly incompetent conclusion .	0
4629	176	Starts out mediocre ,	2
4630	176	Starts out mediocre	2
4631	176	Starts	2
4632	176	out mediocre	0
4633	176	spirals downward , and thuds to the bottom of the pool with an utterly incompetent conclusion .	0
4634	176	spirals downward , and thuds to the bottom of the pool with an utterly incompetent conclusion	0
4635	176	spirals downward , and	0
4636	176	spirals downward ,	0
4637	176	spirals downward	0
4638	176	spirals	2
4639	176	downward	0
4640	176	thuds to the bottom of the pool with an utterly incompetent conclusion	2
4641	176	thuds	0
4642	176	to the bottom of the pool with an utterly incompetent conclusion	2
4643	176	the bottom of the pool with an utterly incompetent conclusion	0
4644	176	of the pool with an utterly incompetent conclusion	0
4645	176	the pool with an utterly incompetent conclusion	0
4646	176	the pool	2
4647	176	with an utterly incompetent conclusion	0
4648	176	an utterly incompetent conclusion	0
4649	176	utterly incompetent conclusion	0
4650	176	utterly incompetent	0
4651	176	utterly	2
4652	176	incompetent	0
4653	176	conclusion	2
4654	177	This is a children 's film in the truest sense .	4
4655	177	is a children 's film in the truest sense .	4
4656	177	is a children 's film in the truest sense	4
4657	177	a children 's film in the truest sense	4
4658	177	a children 's film	2
4659	177	a children 's	2
4660	177	children 's	2
4661	177	children	4
4662	177	in the truest sense	4
4663	177	the truest sense	2
4664	177	truest sense	4
4665	177	truest	2
4666	178	Horrendously amateurish filmmaking that is plainly dull and visually ugly when it is n't incomprehensible .	0
4667	178	Horrendously amateurish	2
4668	178	Horrendously	0
4669	178	amateurish	0
4670	178	filmmaking that is plainly dull and visually ugly when it is n't incomprehensible .	0
4671	178	filmmaking that is plainly dull and visually ugly when it is n't incomprehensible	0
4672	178	that is plainly dull and visually ugly when it is n't incomprehensible	0
4673	178	is plainly dull and visually ugly when it is n't incomprehensible	0
4674	178	is plainly dull and visually ugly	0
4675	178	plainly dull and visually ugly	0
4676	178	plainly dull and	2
4677	178	plainly dull	0
4678	178	plainly	2
4679	178	visually ugly	0
4680	178	when it is n't incomprehensible	0
4681	178	it is n't incomprehensible	2
4682	178	is n't incomprehensible	2
4683	178	incomprehensible	0
4684	179	Beautifully crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing .	4
4685	179	Beautifully	4
4686	179	crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing .	4
4687	179	crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing	4
4688	179	crafted ,	4
4689	179	crafted	4
4690	179	engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing	4
4691	179	filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing	4
4692	179	that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing	4
4693	179	should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing	4
4694	179	attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing	4
4695	179	attract	2
4696	179	upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing	4
4697	179	upscale audiences	2
4698	179	upscale	4
4699	179	audiences	2
4700	179	hungry for quality and a nostalgic , twisty yarn that will keep them guessing	4
4701	179	hungry	2
4702	179	for quality and a nostalgic , twisty yarn that will keep them guessing	4
4703	179	quality and a nostalgic , twisty yarn that will keep them guessing	4
4704	179	quality and	2
4705	179	quality	4
4706	179	a nostalgic , twisty yarn that will keep them guessing	4
4707	179	a nostalgic , twisty yarn	2
4708	179	nostalgic , twisty yarn	4
4709	179	nostalgic	4
4710	179	, twisty yarn	4
4711	179	twisty yarn	2
4712	179	twisty	2
4713	179	yarn	2
4714	179	that will keep them guessing	4
4715	179	will keep them guessing	2
4716	179	keep them guessing	4
4717	179	them guessing	2
4718	179	guessing	2
4719	180	An awkwardly contrived exercise in magic realism .	0
4720	180	An awkwardly contrived exercise in magic realism	0
4721	180	An awkwardly contrived exercise	0
4722	180	awkwardly contrived exercise	0
4723	180	awkwardly	2
4724	180	contrived exercise	2
4725	180	in magic realism	2
4726	180	magic realism	2
4727	180	magic	2
4728	180	realism	2
4729	181	The punch lines that miss , unfortunately , outnumber the hits by three-to-one .	0
4730	181	The punch lines that miss	0
4731	181	The punch lines	4
4732	181	punch lines	2
4733	181	punch	2
4734	181	lines	2
4735	181	that miss	0
4736	181	miss	0
4737	181	, unfortunately , outnumber the hits by three-to-one .	2
4738	181	unfortunately , outnumber the hits by three-to-one .	0
4739	181	unfortunately	0
4740	181	, outnumber the hits by three-to-one .	2
4741	181	outnumber the hits by three-to-one .	0
4742	181	outnumber the hits by three-to-one	2
4743	181	outnumber the hits	2
4744	181	outnumber	2
4745	181	the hits	2
4746	181	hits	2
4747	181	by three-to-one	2
4748	181	three-to-one	2
4749	182	Like Smoke Signals , the film is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama	4
4750	182	Like Smoke Signals	2
4751	182	Smoke Signals	4
4752	182	Smoke	2
4753	182	Signals	2
4754	182	, the film is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama	4
4755	182	the film is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama	4
4756	182	is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama	4
4757	182	imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama	4
4758	182	imbued	2
4759	182	with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama	4
4760	182	strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama	4
4761	182	strong themes of familial ties and	4
4762	182	strong themes of familial ties	4
4763	182	strong themes	4
4764	182	themes	2
4765	182	of familial ties	2
4766	182	familial ties	2
4767	182	familial	4
4768	182	spirituality that are powerful and moving without stooping to base melodrama	4
4769	182	spirituality	2
4770	182	that are powerful and moving without stooping to base melodrama	4
4771	182	are powerful and moving without stooping to base melodrama	4
4772	182	powerful and moving without stooping to base melodrama	4
4773	182	powerful and moving	4
4774	182	powerful and	4
4775	182	moving	4
4776	182	without stooping to base melodrama	2
4777	182	stooping to base melodrama	0
4778	182	stooping	0
4779	182	to base melodrama	2
4780	182	base melodrama	2
4781	182	base	2
4782	182	melodrama	2
